coreid,mofid-v1,mofid-v2,quaternary ,binary,year
2017[Cu][acs]3[ASR]1,[Cu][O]([Cu])[Cu].[O-]C(=O)c1ccc(cc1)c1nc2cc3c(cc2nc1c1ccc(cc1)C(=O)[O-])C1c2c(C3c3c1cc1c(c3)nc(c(n1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])cc1c(c2)nc(c(n1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],[C6Cu3O13_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=N][C][=C][C][=C][Branch2][Ring1][Branch2][C][=C][Ring1][=Branch1][N][=C][Ring1][#Branch2][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][C][=C][Branch2][Branch1][#Branch2][C][Ring2][Ring1][Ring1][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=C][Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=N][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring2][Ring1][N][=C][Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=N][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2017
2016[Cu][nbo]3[ASR]10,COc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],[C4Cu2O8_Type-1].[C][O][C][=C][Branch2][=Branch1][Branch2][C][=C][Branch2][Ring1][Ring2][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2016
2008[Cd][pyr]3[ASR]1,O=C(c1cc(cc(c1)C(=O)Nc1ccncc1)C(=O)Nc1ccncc1)Nc1ccncc1.[Cd],[Cd1_Type-1].[O][=C][Branch2][Ring2][Branch2][C][=C][C][=Branch2][Ring1][Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=N][C][=C][Ring1][=Branch1][N][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2008
2017[Zn][ant]3[ASR]2,[O-]C(=O)c1ccc(c(c1)n1cncc1)C(=O)[O-].[Zn][Zn],[C4O8Zn2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=N][C][=C][Ring1][Branch1][C][=Branch1][C][=O][O-1],1,0,2017
2016[V][bpq]3[ASR]4,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O].[V],[V2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[OH0],1,0,2016
2003[Bi][dia]3[ASR]1,[Bi].[O-]C(=O)C(=O)[O-],[Bi1_Type-1].[O-1][C][=Branch1][C][=O][C][=Branch1][C][=O][O-1],1,0,2003
2013[Zn][uni]3[ASR]4,CC(C(=O)[O-])NCc1ccncc1.Cl[Zn],[Zn1_Type-1].[C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1],2,1,2013
2012[Cu][unc]3[ASR]6,O(CCC1=NN=N[N]1)CCC1=N[N]N=N1.[Cu],[Cu1_Type-1].[O][Branch1][#Branch2][C][C][C][=N][N][=N][NH0][Ring1][Branch1][C][C][C][=N][NH0][N][=N][Ring1][Branch1],1,0,2012
2011[Zn][dia]3[ASR]8,[O-]C(=O)c1ccc(cc1)C=Cc1ccncc1.[Zn],[C2O4Zn1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2011
2014[Co][nan]3[ASR]10,[Co].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-],[Co1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2014
2015[Cu][nan]3[ASR]23,[Cu].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],[Cu3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch1][C][OH0][=C][Branch1][=Branch1][C][=C][Ring1][#Branch1][OH0][C][=Branch1][C][=O][O-1],1,0,2015
2006[V][bpq]3[ASR]3,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O].[V],[V2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[OH0],1,0,2006
2017[Co][rtl]3[ASR]1,[Co][O]12[Co][O]2([Co]1)[Co].[O-]C(=O)c1ccc(cc1c1cccc(c1)c1cc(ccc1C(=O)[O-])C(=O)[O-])C(=O)[O-],[Lu2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][Branch1][Ring2][S][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2017
2019[Ni][nan]3[ASR]1,[Ni].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],[Ni3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch1][C][OH0][=C][Branch1][=Branch1][C][=C][Ring1][#Branch1][OH0][C][=Branch1][C][=O][O-1],1,0,2019
2016[In][nan]3[ASR]8,[In].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH],[In1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1].[OH1],1,0,2016
0000[CoSi][nan]3[ASR]1,[Co].[O-]C(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)[O-])(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],[C8Co3O16_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Si][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,0
2019[Cu][pts]3[ASR]2,[Cu][Cu].[O-]C(=O)c1ccc2c(c1)ccc(c2)OCC(COc1ccc2c(c1)ccc(c2)C(=O)[O-])(COc1ccc2c(c1)ccc(c2)C(=O)[O-])COc1ccc2c(c1)ccc(c2)C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][O][C][C][Branch2][Ring1][#Branch2][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=Branch1][C][=O][O-1][Branch2][Ring1][#Branch2][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=Branch1][C][=O][O-1][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=Branch1][C][=O][O-1],1,0,2019
2015[Zn][dia]3[ASR]3,[O-]C(=O)c1cc(Cl)cnc1.[Zn][OH2][Zn],[C4H2O9Zn2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][N][=C][Ring1][#Branch1],1,0,2015
2005[Zn][nan]3[ASR]2,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH].[Zn],[Gd2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=N][C][=Branch1][N][=C][Branch1][Ring2][NH1][Ring1][Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2005
2011[Mn][srs]3[ASR]2,Cl[C]1C(=O)C(=O)[C](C(=O)C1=O)Cl.[Mn],[Mn1_Type-1].[Cl][CH0][C][=Branch1][C][=O][C][=Branch1][C][=O][CH0][Branch1][=Branch2][C][=Branch1][C][=O][C][Ring1][=Branch2][=O][Cl],1,0,2011
2011[Cd][dia]3[ASR]1,[Cd].[O-]C(=O)c1ccc(cc1)n1cncc1,[C2Cd1O4_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=N][C][=C][Ring1][Branch1],1,0,2011
2013[La][nan]3[ASR]5,[La].[O-]C(=O)c1ccc(s1)c1cc(cc(c1)c1ccc(s1)C(=O)[O-])c1ccc(s1)C(=O)[O-],[La2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=Branch2][Ring1][=Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=Branch1][C][=O][O-1],2,1,2013
2019[Co][nan]3[ASR]15,[Co].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],[Co3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch1][C][OH0][=C][Branch1][=Branch1][C][=C][Ring1][#Branch1][OH0][C][=Branch1][C][=O][O-1],1,0,2019
2015[Cu][smn]3[ASR]1,[Cu].[O-]C(=O)c1ccncc1,[C3Cu2O6_Type-2].[O-1][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2015
2015[Eu][nan]3[ASR]10,[Eu].[O-]C(=O)c1ccc(cc1)C#Cc1cc(C#Cc2ccc(cc2)C(=O)[O-])cc(c1)C#Cc1ccc(cc1)C(=O)[O-],[Eu3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#C][C][=C][C][Branch2][Ring1][C][C][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Ring2][=C][Ring1][P][C][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2015
2013[Tb][msw]3[ASR]1,[O-]C(=O)c1cc(OCc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Tb],[Tb1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][=Branch2][O][C][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][Ring2][C][=Branch1][C][=O][O-1],2,1,2013
2016[Sc][nan]3[ASR]5,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Sc],[Sc1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2016
2014[Cu][tbo]3[ASR]8,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2014
2015[Zn][nan]3[ASR]28,[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[OH].[Zn],[Zn1_Type-1].[Zn2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=Branch1][C][=O][O-1].[OH1],1,0,2015
2015[Cd][pts]3[ASR]2,[Cd].[N]1N=C(N=C1c1cnccn1)C1=NN=C[N]1,[Cd1_Type-1].[NH0][N][=C][Branch1][=N][N][=C][Ring1][Branch1][C][=C][N][=C][C][=N][Ring1][=Branch1][C][=N][N][=C][NH0][Ring1][Branch1],1,0,2015
2021[Zn][lvt]3[ASR]1,[Zn].c1ccc2c(c1)N=C([N]2)n1cnnc1,[Zn1_Type-1].[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=C][Branch1][Ring2][NH0][Ring1][=Branch1][N][C][=N][N][=C][Ring1][Branch1],2,1,2021
2020[Eu][nan]3[ASR]4,[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[OH2][Eu]O[Eu][OH2],[Eu2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=Branch1][C][=O][O-1],1,0,2020
2008[Cd][rtl]3[ASR]2,[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)[O-],[C6Cd2H2O12_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O-1],3,1,2008
2012[Zn][nan]3[ASR]30,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],[C4O8Zn2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2,1,2012
2012[Cd][dia]3[ASR]5,[Cd].[O-]C(=O)c1c2ccccc2c(c2c1cccc2)C(=O)[O-],[C4Cd1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Branch1][O][C][=C][Ring1][#Branch2][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],2,1,2012
2014[Cu][acs]3[ASR]1,[Cu].[O-]C=O,[Cu1_Type-1].[O-1][C][=O],0,0,2014
2014[Zn][pcu]3[ASR]21,[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],[C6O13Zn4_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=Branch1][C][=O][O-1],1,0,2014
2015[Cu][dia]3[ASR]1,[Cu].[O-]C(=O)c1ccc(cc1)N1[N]C=N[CH]1,[C2Cu1O4_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][NH0][C][=N][CH1][Ring1][Branch1],1,0,2015
2005[Fe][dia]3[ASR]2,[Fe].[O-]C=O,[Co1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[OH1],1,0,2005
1999[Mn][pcu]3[ASR]1,CC(=O)NCCCCCCNC(=O)C.[Mn],[C2Co1O4_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,1999
2013[Ni][noz]3[ASR]1,[Ni]O[Ni].[O-]C(=O)c1cccnc1,[C4Ni2O9_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1],3,1,2013
2010[Cu][lcs]3[ASR]2,CN1c2ncnc(c2)N(C)c2ncnc(c2)N(c2cc(N(c3cc1ncn3)C)ncn2)C.I[Cu]12[Cu]3([Cu]1([Cu]23I)I)I,[Cu4I4_Type-1].[C][N][C][=N][C][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch1][C][C][C][=N][C][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][Branch2][Ring1][#Branch2][C][=C][C][Branch1][S][N][Branch1][N][C][=C][C][Ring2][Ring1][#Branch1][=N][C][=N][Ring1][=Branch1][C][=N][C][=N][Ring1][=C][C],1,0,2010
2012[Co][dia]3[ASR]1,[Co].[O-]C(=O)c1ccc(cc1)c1ccncc1,[C2Co1O4_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2012
2008[Mg][dia]3[ASR]2,[Mg].[O-]C=O,[Mg1_Type-1].[Mg4_Type-1].[O-1][C][=O],1,0,2008
2009[In][ctn]3[ASR]2,[In].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4In1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2009
2011[Zn][nan]3[ASR]28,Cl[Zn].N1=NC2=CC3=C([CH]C2=N1)O[C]1C(=CC2=NN=NC2=C1)O3.N1=NC2=C[C]3C(=CC2=N1)Oc1c(O3)cc2=N[N]N=c2c1.N1=NC2=C[C]3C(=CC2=N1)Oc1c(O3)cc2c(c1)N=N[N]2.N1=NC2=C[C]3C(=CC2=N1)Oc1c(O3)cc2c(c1)[N]N=N2.N1=N[C]2C(=N1)C=C1C(=C2)OC2=CC3=NN=NC3=C[C]2O1.N1=N[C]2C(=N1)C=C1C(=C2)Oc2c(O1)cc1c(c2)[N]N=N1.[Zn],[C12Cl4N18Zn5_Type-1].[N][=N][C][=C][C][=C][Branch1][Branch2][CH1][C][Ring1][=Branch1][=N][Ring1][=Branch2][O][CH0][C][=Branch1][N][=C][C][=N][N][=N][C][Ring1][Branch1][=C][Ring1][=Branch2][O][Ring1][S].[N][=N][C][=C][CH0][C][=Branch1][Branch2][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2][O][C][C][Branch1][Ring2][O][Ring1][=Branch2][=C][C][=N][NH0][N][=C][Ring1][Branch1][C][=Ring1][#Branch2].[N][=N][C][=C][CH0][C][=Branch1][Branch2][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2][O][C][=C][Branch1][Ring2][O][Ring1][=Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][N][=N][NH0][Ring1][=Branch1].[N][=N][C][=C][CH0][C][=Branch1][Branch2][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2][O][C][=C][Branch1][Ring2][O][Ring1][=Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][NH0][N][=N][Ring1][=Branch1].[N][=N][CH0][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][O][C][=C][C][=N][N][=N][C][Ring1][Branch1][=C][CH0][Ring1][=Branch2][O][Ring1][=C].[N][=N][CH0][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][O][C][=C][Branch1][Ring2][O][Ring1][#Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][NH0][N][=N][Ring1][=Branch1],1,0,2011
2019[Cu][ssa]3[ASR]1,Nc1nc(N)c(cc1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu],[C4Cu2O8_Type-1].[N][C][=N][C][Branch1][C][N][=C][Branch2][Ring1][O][C][=C][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2019
2015[V][bpq]3[ASR]1,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH].[V],[V4_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[OH1],1,0,2015
2017[Cu][rtl]3[ASR]1,Cc1ncn(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu],[C4Cu2O8_Type-1].[C][C][N][=C][N][Branch1][Ring2][C][=Ring1][Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2017
2024[Cd][nan]3[ASR]1,[Cd].[O-]C(=O)c1ccc(cc1)N(c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],[C6Cd3O12_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2024
2024[Zn][pcu]3[ASR]2,[O-]C(=O)c1ccc2-c3c(Cc2c1)cc(cc3)C(=O)[O-].[Zn][O]1([Zn])[Zn]23[Zn]1([O]2([Zn])[Zn])[O]3([Zn])[Zn],[C12O27Zn8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Branch1][Branch2][C][C][Ring1][Branch1][=C][Ring1][=Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][O-1],1,0,2024
2017[Eu][nan]3[ASR]4,[Eu].[O-]C(=O)C(Oc1cc(cc(c1)C(=O)[O-])OC(C(=O)[O-])C)C.[OH2][Eu],[Sm2_Type-1].[O-1][C][=Branch1][C][=O][C][Branch2][Ring1][=N][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C],3,1,2017
2013[Zn][uni]3[ASR]7,CC(C(=O)[O-])NCc1ccncc1.[Zn]Br,[Zn1_Type-1].[C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2013
0000[Zn][pcu]3[ASR]2,[Zn].n1ncn(c1)[N][N]n1cnnc1,[Zn1_Type-1].[N][N][=C][N][Branch1][Ring2][C][=Ring1][Branch1][NH0][NH0][N][C][=N][N][=C][Ring1][Branch1],1,0,0
2018[Al][nan]3[ASR]1,[Al].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[OH],[Al1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1].[OH1],2,1,2018
2017[Zn][sql]2[ASR]17,CC1=Nc2c([N]1)cc1c(c2)Oc2c(O1)cc1c(c2)[N]C(=N1)C.Cl[Zn],[Cl1Zn1_Type-1].[C][C][=N][C][=C][Branch1][Ring2][NH0][Ring1][Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][O][C][=C][Branch1][Ring2][O][Ring1][#Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][NH0][C][=Branch1][Ring2][=N][Ring1][=Branch1][C],1,0,2017
2008[Co][nan]3[ASR]2,[Co].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],[Co3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch1][C][OH0][=C][Branch1][=Branch1][C][=C][Ring1][#Branch1][OH0][C][=Branch1][C][=O][O-1],1,0,2008
2013[Mn][bcu]3[ASR]1,[Mn].[O-]C(=O)c1sc(nc1C)c1ccncc1,[C4Mn2O8_Type-1].[O-1][C][=Branch1][C][=O][C][S][C][=Branch1][=Branch1][=N][C][=Ring1][Branch1][C][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2013
2004[Al][bpq]3[ASR]1,[Al].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH],[Al1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[OH1],1,0,2004
2006[Mn][dia]3[ASR]2,[Mn].[O-]C=O,[Mn1_Type-1].[Mn4_Type-1].[O-1][C][=O],1,0,2006
2011[Cd][dia]3[ASR]7,[Cd].[O-]C(=O)c1cc(OCCOc2cc(cc(c2)C(=O)O)C(=O)[O-])cc(c1)C(=O)O,[C4Cd1H2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][O][O][C][C][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][=Branch1][C][=Branch1][C][=O][O],1,0,2011
2014[Sc][nan]3[ASR]1,[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Sc],[Sc1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2014
